#no,x,sin
0,0,0
1,0.0628318531,0.0627905195
2,0.1256637061,0.1253332336
3,0.1884955592,0.1873813146
4,0.2513274123,0.2486898872
5,0.3141592654,0.3090169944
6,0.3769911184,0.3681245527
7,0.4398229715,0.4257792916
8,0.5026548246,0.4817536741
9,0.5654866776,0.535826795
10,0.6283185307,0.5877852523
11,0.6911503838,0.6374239897
12,0.7539822369,0.6845471059
13,0.8168140899,0.7289686274
14,0.879645943,0.7705132428
15,0.9424777961,0.8090169944
16,1.0053096491,0.8443279255
17,1.0681415022,0.87630668
18,1.1309733553,0.9048270525
19,1.1938052084,0.9297764859
20,1.2566370614,0.9510565163
21,1.3194689145,0.9685831611
22,1.3823007676,0.9822872507
23,1.4451326207,0.9921147013
24,1.5079644737,0.9980267284
25,1.5707963268,1
26,1.6336281799,0.9980267284
27,1.6964600329,0.9921147013
28,1.759291886,0.9822872507
29,1.8221237391,0.9685831611
30,1.8849555922,0.9510565163
31,1.9477874452,0.9297764859
32,2.0106192983,0.9048270525
33,2.0734511514,0.87630668
34,2.1362830044,0.8443279255
35,2.1991148575,0.8090169944
36,2.2619467106,0.7705132428
37,2.3247785637,0.7289686274
38,2.3876104167,0.6845471059
39,2.4504422698,0.6374239897
40,2.5132741229,0.5877852523
41,2.5761059759,0.535826795
42,2.638937829,0.4817536741
43,2.7017696821,0.4257792916
44,2.7646015352,0.3681245527
45,2.8274333882,0.3090169944
46,2.8902652413,0.2486898872
47,2.9530970944,0.1873813146
48,3.0159289474,0.1253332336
49,3.0787608005,0.0627905195
50,3.1415926536,1.22464679914735E-016
51,3.2044245067,-0.0627905195
52,3.2672563597,-0.1253332336
53,3.3300882128,-0.1873813146
54,3.3929200659,-0.2486898872
55,3.4557519189,-0.3090169944
56,3.518583772,-0.3681245527
57,3.5814156251,-0.4257792916
58,3.6442474782,-0.4817536741
59,3.7070793312,-0.535826795
60,3.7699111843,-0.5877852523
61,3.8327430374,-0.6374239897
62,3.8955748905,-0.6845471059
63,3.9584067435,-0.7289686274
64,4.0212385966,-0.7705132428
65,4.0840704497,-0.8090169944
66,4.1469023027,-0.8443279255
67,4.2097341558,-0.87630668
68,4.2725660089,-0.9048270525
69,4.335397862,-0.9297764859
70,4.398229715,-0.9510565163
71,4.4610615681,-0.9685831611
72,4.5238934212,-0.9822872507
73,4.5867252742,-0.9921147013
74,4.6495571273,-0.9980267284
75,4.7123889804,-1
76,4.7752208335,-0.9980267284
77,4.8380526865,-0.9921147013
78,4.9008845396,-0.9822872507
79,4.9637163927,-0.9685831611
80,5.0265482457,-0.9510565163
81,5.0893800988,-0.9297764859
82,5.1522119519,-0.9048270525
83,5.215043805,-0.87630668
84,5.277875658,-0.8443279255
85,5.3407075111,-0.8090169944
86,5.4035393642,-0.7705132428
87,5.4663712172,-0.7289686274
88,5.5292030703,-0.6845471059
89,5.5920349234,-0.6374239897
90,5.6548667765,-0.5877852523
91,5.7176986295,-0.535826795
92,5.7805304826,-0.4817536741
93,5.8433623357,-0.4257792916
94,5.9061941887,-0.3681245527
95,5.9690260418,-0.3090169944
96,6.0318578949,-0.2486898872
97,6.094689748,-0.1873813146
98,6.157521601,-0.1253332336
99,6.2203534541,-0.0627905195
100,6.2831853072,-2.44929359829471E-016
